vid,itag,contentlength,seg_num,seg_list
fWIdZVMStxM,247/251,43985736,146,141600/576426/478408/486437/162326/409828/157362/349745/438547/160606/356196/126191/233472/318657/133905/165692/147114/310106/138566/297655/140048/259168/132229/167096/133704/349726/126167/524788/389597/133360/413972/122289/527110/512600/115958/161020/374439/121411/489396/509247/139453/394652/148909/541119/138305/109626/121824/160089/417651/127610/421651/539378/142168/520818/142700/568225/318076/146576/466314/564953/128986/538117/522270/129619/537355/125569/499199/397801/145271/333959/544697/478469/143927/520421/125820/403294/684310/128680/515665/935119/129859/694230/299381/130046/523828/540206/133934/784166/162821/562035/87771/411670/135555/267246/536559/132117/472500/141778/124714/146655/133132/119542/130285/205530/272775/150104/180328/541593/128114/708000/519002/144624/337435/153656/204248/240575/123230/444915/467497/511013/127434/554114/166291/468246/209161/161609/194744/185728/244787/151826/510990/158013/528769/107397/149875/161283/96163/393829/161807/261498/160092/352232/399680/155492/261440/86400
fWIdZVMStxM,398/251,36515618,146,141600/440143/341137/376696/162326/297840/157362/237304/307408/160606/245831/126191/176772/243790/133905/121306/111539/251967/138566/221107/140048/166397/84666/113820/133704/276673/126167/473097/328004/133360/325057/122289/514888/423602/115958/118459/260227/121411/460179/613772/139453/277810/148909/360261/103244/83414/121824/112645/279515/127610/273484/363559/142168/598387/142700/395848/232098/146576/313280/389519/128986/420726/469870/129619/392257/125569/350277/281795/145271/227192/355074/344358/143927/398793/125820/286125/541192/128680/1052830/837261/129859/534200/228439/130046/584485/496065/133934/900902/162821/341340/96044/268424/135555/207504/547358/132117/328319/106054/124714/112384/104145/119542/102410/139754/185018/150104/110173/526555/128114/507307/507162/144624/222750/153656/124148/154479/123230/315809/329373/480772/127434/408568/166291/306308/135137/161609/125820/125231/168277/151826/393760/158013/401597/70427/107028/161283/66757/268044/161807/177798/160092/249613/283803/155492/183757/62778
fd_UlFQ4_vk,136/251,50091207,133,121808/116628/257139/192716/127053/197406/230314/132755/210350/170789/132414/288352/131905/117597/352619/137000/316936/875177/134444/257276/645787/133529/301287/139870/288201/368388/659286/133537/147151/361075/137570/165247/333860/133119/229907/178016/138257/157217/135659/844503/138500/572816/819803/136669/859802/816582/130210/776521/142362/620034/574689/132294/487978/670345/131122/425297/402601/126214/362961/126309/317292/236444/124231/268659/280920/125589/873628/123549/379725/624289/626571/121805/628485/544783/121455/844991/119287/445035/577555/634758/123879/603546/602183/120002/599744/603707/123635/600412/602477/121316/530848/869486/117415/797398/121172/184004/872702/121010/534506/120724/472441/761343/121211/887171/201399/119203/244544/847540/121136/845896/629972/122708/858610/117056/859176/858402/123577/832003/121450/711256/517571/118971/686668/118463/435623/546613/365659/120754/358858/360404/122268/163906/778268
fd_UlFQ4_vk,247/251,57393150,133,121808/177671/417189/313287/127053/316398/395837/132755/351965/285124/132414/449143/131905/167652/488133/137000/506768/515630/134444/593259/625646/133529/552280/139870/556516/526748/635627/133537/411441/513305/137570/497503/513942/133119/600111/317869/138257/274973/135659/513506/138500/776914/528034/136669/515041/522561/130210/551755/142362/980674/1034078/132294/802793/761443/131122/511240/523646/126214/515486/126309/347068/272361/124231/294308/302335/125589/511960/123549/493307/712608/766274/121805/758190/572503/121455/506707/119287/453806/856457/814793/123879/609818/1039713/120002/1075321/964113/123635/1064602/1087847/121316/932065/493469/117415/550088/121172/216780/511222/121010/950718/120724/832095/645001/121211/520678/508978/119203/597037/511086/121136/517639/772823/122708/516253/117056/509163/511650/123577/970457/121450/910304/538532/118971/800268/118463/720175/1010886/648518/120754/497766/506237/122268/261688/543781
gY4QfQP2MQQ,136/251,94779527,164,127397/1048815/960277/131916/913913/1460279/132438/1572190/1450027/127979/1556130/1575068/126235/1498721/1304733/130894/1408507/1476662/126944/796678/748579/124322/596256/121617/618646/603460/125346/682185/647030/127765/660960/935027/131052/723753/642374/133443/663617/915050/122942/798958/584664/122537/804129/657399/127536/733861/129029/639997/643087/123705/678097/927722/127932/695160/656458/128853/729684/640333/138343/687724/873874/132299/708738/646442/130985/691422/596980/130877/613617/132601/874430/658114/127362/682744/688630/119007/654985/818742/119260/727565/753695/125916/903704/1098740/129050/1528550/1541642/129678/1561821/1564050/134970/1507215/124021/1200423/1380640/119493/905218/909021/117514/636616/639379/122306/697128/577365/119456/566959/563376/123719/940619/610828/124330/635927/561356/121454/576953/122787/611796/563170/122772/638072/700487/124664/652219/668773/119162/675779/622557/125705/712728/705311/129358/778489/630840/127972/622484/851599/128640/765827/122499/732599/680445/121294/746424/666894/123699/633051/691845/126996/645226/645379/155699/646057/677609/170474/656510/641570/177451/668154/773090/179527/832605/62629/229200/130756
gY4QfQP2MQQ,247/251,72866738,164,127397/778125/792784/131916/776332/872447/132438/1034992/801062/127979/799850/796100/126235/810344/843574/130894/973870/891194/126944/808786/783242/124322/516818/121617/534760/525187/125346/552789/540674/127765/548513/723063/131052/559187/565431/133443/562790/630051/122942/773849/526998/122537/581322/555861/127536/534603/129029/538693/548090/123705/551280/762528/127932/537722/538624/128853/528338/541755/138343/550485/709054/132299/556250/540481/130985/547353/514267/130877/522603/132601/722732/538253/127362/547002/541665/119007/543643/692090/119260/546512/537473/125916/652825/801901/129050/1034769/793487/129678/841577/879417/134970/800166/124021/815588/858010/119493/795703/826092/117514/602945/538264/122306/520604/495055/119456/493540/459364/123719/774155/458830/124330/490015/473696/121454/486108/122787/537028/517331/122772/529497/533607/124664/519149/539930/119162/530972/518393/125705/535061/532856/129358/657143/580814/127972/611858/693866/128640/691847/122499/562650/546846/121294/543677/612440/123699/499173/539965/126996/508569/490610/155699/431327/445087/170474/459013/433498/177451/448067/448643/179527/484435/62629/197186/151140
gxi6L_BOl2o,136/251,50605012,133,154122/632811/482157/680625/160496/668158/691124/157929/612427/646794/156012/627912/642402/148657/635117/613502/137699/631113/536860/155351/514589/631391/154857/207714/590862/153059/595021/644294/154707/240379/641491/145326/223554/564717/159917/576501/218402/149798/623820/688665/147274/637552/629553/145932/631035/574233/143118/578074/631245/152923/560173/584465/161201/506030/621707/141985/619042/622231/159923/218798/218213/155413/617317/232610/154857/180335/233859/155327/247260/641934/153899/642441/193728/154537/154297/647078/149564/237598/657165/158167/204851/254984/156802/240042/646453/145998/645384/630195/144474/627592/626882/147679/637309/629333/146482/249297/636608/146334/564944/630748/154031/620473/636257/161466/222098/179730/151932/174518/633841/144826/550588/246835/149329/630617/649240/157082/630589/229889/151329/642559/605823/142301/649030/618062/157313/637027/106750/157747/119858/96026/155426/98092/109824
gxi6L_BOl2o,247/251,71216674,133,154122/935219/479894/788182/160496/776929/972406/157929/724021/826488/156012/724129/860774/148657/866365/870299/137699/920356/676318/155351/761968/809929/154857/592792/681338/153059/827886/770305/154707/683341/752916/145326/610573/643604/159917/680894/597561/149798/925231/990027/147274/732519/904376/145932/827376/653855/143118/805237/902935/152923/591307/634022/161201/540876/710212/141985/938492/783878/159923/600950/619641/155413/940335/648009/154857/497548/611753/155327/696154/820139/153899/796383/511569/154537/405370/824530/149564/661893/744583/158167/563609/699276/156802/666061/752172/145998/797109/686217/144474/844235/886807/147679/840182/865834/146482/690499/881640/146334/667150/726711/154031/928226/742928/161466/623009/499342/151932/498857/877288/144826/749487/677777/149329/876259/776542/157082/888457/592568/151329/821194/708278/142301/802691/921131/157313/786500/304641/157747/356736/291935/155426/272649/339220
gxi6L_BOl2o,398/251,53241880,133,154122/556760/319795/541217/160496/536154/615885/157929/523969/551775/156012/529331/556994/148657/567686/601065/137699/569472/548089/155351/475046/550258/154857/495210/531233/153059/542703/541012/154707/521291/550830/145326/501305/531608/159917/507677/520646/149798/577152/630883/147274/573709/591473/145932/582388/495494/143118/504775/559349/152923/487948/510054/161201/472637/539330/141985/591573/580744/159923/501783/517288/155413/595835/498155/154857/477471/502917/155327/529967/547627/153899/567229/456185/154537/430413/567922/149564/517662/546292/158167/476897/520593/156802/542000/551511/145998/554138/521898/144474/597033/599755/147679/555216/563347/146482/523242/570708/146334/487564/530502/154031/580073/541458/161466/529782/440229/151932/478365/575641/144826/490948/499933/149329/576273/544412/157082/576566/489876/151329/552634/531614/142301/569437/584859/157313/535957/256679/157747/276601/249577/155426/237508/269077
hh9kFKVKpSM,136/251,18792698,157,140557/104036/97623/159643/225155/69115/161447/96576/55359/158661/611332/77763/162948/51233/60520/162200/94465/129456/163303/62307/131195/160838/142753/60621/160502/35514/65672/159708/54578/508782/157991/73561/55962/71134/161972/178639/151187/160895/85529/61899/162275/149781/88305/158201/92319/88226/155423/57905/91682/157987/64681/136509/151212/93189/97565/160869/364705/56695/160287/97659/92475/161402/37566/70331/41759/161857/99481/62503/159400/98962/101303/161489/68562/98168/164387/46146/74483/161303/81328/54375/163746/121973/82921/161241/34815/40132/97893/162089/59364/76270/162464/88244/74543/161349/129193/54275/159383/60260/99052/156535/64409/65117/158190/54739/163232/84573/150994/51652/164842/99406/58064/155439/89944/71959/159130/55422/47933/159028/135232/410813/159236/46676/45492/160330/148838/106028/160744/58883/98329/161768/61728/83023/164624/54675/80202/158639/62503/143610/159421/62629/125704/162428/99123/84183/163290/53382/72152/162683/170757/69483/157060/27533/62728/156899/32138/71742/107296
hh9kFKVKpSM,247/251,30602004,157,140557/194108/242723/159643/417383/163371/161447/249218/178438/158661/442005/176357/162948/139903/163915/162200/202995/301120/163303/164120/363824/160838/302339/126808/160502/102133/144052/159708/131379/448719/157991/176744/146509/165816/161972/434923/290296/160895/263488/167903/162275/414322/243246/158201/234240/274264/155423/171396/225504/157987/234006/264344/151212/192452/235315/160869/348634/147927/160287/243301/178611/161402/79746/141902/104006/161857/236365/209611/159400/242709/262233/161489/115536/238359/164387/180083/168477/161303/224246/182322/163746/208521/187081/161241/104340/94963/205453/162089/130917/197986/162464/219767/178906/161349/307466/150509/159383/146548/282507/156535/150309/133599/158190/107721/163232/196851/368894/168877/164842/247115/110564/155439/176099/160339/159130/179695/116391/159028/282652/338255/159236/99508/119244/160330/378861/239426/160744/144864/205268/161768/170113/176985/164624/140017/192386/158639/235486/417335/159421/186031/263386/162428/253400/205049/163290/144318/186023/162683/305946/128709/157060/64968/129433/156899/94808/167334/230400
hh9kFKVKpSM,398/251,22783563,149,140557/121190/70150/396902/159643/121557/163254/161447/113133/158661/316334/118091/162948/97458/95065/162200/126840/201895/163303/227036/161374/160838/165645/70563/160502/76468/110499/159708/265642/122382/157991/115610/122846/161972/351663/160895/175051/129906/162275/224108/243562/158201/125834/191397/155423/90099/195387/157987/111076/247367/151212/153621/223621/160869/222504/135767/160287/149946/161402/74557/117665/161857/119372/156148/159400/126095/185485/161489/158880/142244/164387/85085/198213/161303/100283/153741/163746/138649/68522/161241/66752/162089/169052/120672/162464/59974/165475/161349/188582/75913/159383/111018/140775/156535/76609/89300/158190/79917/186862/163232/201069/124934/164842/182477/155439/106386/104004/159130/132742/102138/159028/139722/283329/159236/183667/76104/160330/256303/102948/160744/112168/120357/161768/111549/97592/164624/145859/158639/129751/222455/159421/138526/178471/162428/183570/159935/163290/108704/160133/162683/189480/106636/157060/47367/102727/156899/63161/123987/195815
hqh_giVnCig,136/251,19861168,125,187409/242721/207540/190080/182478/364613/203047/392002/290942/179417/176714/378898/181861/334272/212911/170220/239949/220979/168735/176219/127085/172936/114480/121389/187229/223047/157500/176502/124074/122295/167826/128794/121041/175951/135946/119252/170143/131556/129960/171297/129533/123146/182092/118263/136995/172508/133686/123212/180876/141806/126684/181703/129512/122833/183509/131305/143094/198234/171090/170827/191020/203402/199116/179808/116701/112543/182485/114688/115924/169571/120792/129779/172473/120335/122571/178500/191092/176499/189589/148414/109058/180432/115573/108082/174610/103520/102237/175616/152325/125487/172457/94861/94211/173092/82564/80499/190864/56361/55829/174061/77483/116531/175188/98820/76494/177202/75312/77283/185312/73654/86184/189074/87026/86440/179287/83340/82120/178864/95361/214792/179099/203306/187178/168979/181264
hqh_giVnCig,247/251,21988654,120,187409/315836/272410/190080/290839/434146/203047/431577/366992/179417/318001/477638/181861/299410/294793/170220/322832/241545/168735/161509/138071/172936/157968/187229/289738/201141/176502/151980/149569/167826/166719/151957/175951/169481/159131/170143/152536/166982/171297/153113/143788/182092/163862/156545/172508/152431/180876/166846/143850/181703/151092/152461/183509/171132/201868/198234/209239/233612/191020/280489/170112/179808/138471/142990/182485/144123/145419/169571/156835/172473/148113/142940/178500/270824/173018/189589/172507/134385/180432/124254/127685/174610/143168/143590/175616/207172/134474/172457/111983/98150/173092/92249/190864/69057/66343/174061/111211/134520/175188/105487/91016/177202/88944/89133/185312/91375/112870/189074/114755/100756/179287/99601/102820/178864/270124/179099/253847/240827/168979/237019
iWMjIEQIeUY,136/251,93736006,147,188564/938898/961660/178698/711670/790616/170594/1011584/1088544/158786/1071325/157334/1116872/627394/155838/1004641/966363/157691/712823/152883/1238193/715325/155086/584221/877678/156045/1050065/157902/1118804/681806/161451/886933/1062463/154486/1397763/156096/895384/889925/157815/870254/762973/153771/945852/155039/1205954/1303468/156679/1019057/1138249/156634/1414905/157382/1057663/1057862/156646/741522/543166/158026/544440/161487/591622/754053/155445/793337/1008926/157238/735610/161036/726344/613790/157626/623786/858376/157583/914461/156672/721093/403036/157325/967941/1106125/156368/852773/155993/1141718/842473/154414/973275/668786/160524/1306357/158875/839601/1026381/157451/896698/1141859/156722/884465/155886/858762/493270/156718/471329/945301/153410/608400/160193/615257/535631/160047/927682/1205468/155663/917096/160652/797975/1171403/159574/1026864/1295059/159369/1149004/159180/1593220/1074636/160149/675347/466644/168586/786298/188569/931933/1099038/178900/978552/764938/153951/652144/163878/928101/953695/167035/1480870/1403872/180495/894969
iWMjIEQIeUY,247/251,55350092,147,188564/495860/542333/178698/435293/456369/170594/527047/538071/158786/569105/157334/551890/406141/155838/557690/537234/157691/421471/152883/567938/401732/155086/396587/515234/156045/552953/157902/570715/435010/161451/501796/610774/154486/667334/156096/487117/517338/157815/490688/481884/153771/510883/155039/602681/588784/156679/574438/539860/156634/616762/157382/533911/531508/156646/438900/316309/158026/303150/161487/316216/447108/155445/510797/527551/157238/400800/161036/416140/355418/157626/387330/449513/157583/520399/156672/440973/273297/157325/519040/534155/156368/448523/155993/541768/497919/154414/576456/425267/160524/593495/158875/483804/572586/157451/543062/614052/156722/494742/155886/505419/320103/156718/283292/511873/153410/368728/160193/424721/323412/160047/521018/601346/155663/600889/160652/525237/616343/159574/576587/613126/159369/633065/159180/682883/597534/160149/415354/292117/168586/477816/188569/525906/599142/178900/555290/449286/153951/396442/163878/555463/541129/167035/645653/640152/180495/530821
iiZDumC1RvE,136/251,100649360,133,140962/705170/873692/143045/1016833/1409288/142464/989008/988816/139576/1115665/1041121/139704/965453/988394/139437/981194/1138915/134060/1076618/1087675/144188/1021776/1038625/144189/833639/148637/944002/916092/142794/918523/994998/142404/928927/942391/144661/895923/881082/136460/835642/1135170/138199/1032372/864932/146452/928772/1128184/139924/1358883/144732/949821/689270/147240/820569/725806/153733/777359/1054211/194995/971124/987429/185140/1248221/1374168/182543/1220868/1065128/185848/1418946/1201995/183265/1315421/178701/1470036/1458480/188040/1448843/1106645/185774/1410942/1362316/181560/1385466/1146613/182460/1369286/1404267/180526/1395726/1362455/181756/1340496/1361741/188362/1495009/185972/1322364/1459494/181305/1293388/901918/184714/1362777/1369402/183115/1357851/1471368/173274/1383311/1244161/182182/1373058/1220688/156768/700265/885354/146510/632064/150026/789534/621569/141724/625590/825464/140032/613932/775077/144541/652419/750239/139720/809583/358755
iiZDumC1RvE,247/251,79319177,133,140962/796211/885613/143045/886079/934725/142464/874564/926417/139576/900910/884692/139704/895046/866866/139437/922261/903959/134060/894937/901048/144188/922931/886302/144189/875237/148637/911463/868027/142794/906144/879562/142404/867598/894197/144661/899891/863927/136460/862746/909562/138199/923412/856207/146452/883021/903379/139924/914308/144732/839084/728640/147240/819270/832541/153733/723384/628573/194995/551057/649567/185140/762107/792535/182543/769471/707290/185848/931190/720084/183265/987343/178701/953997/885551/188040/995634/644195/185774/704439/884235/181560/851808/659685/182460/735309/897293/180526/954097/720063/181756/778715/937400/188362/716788/185972/795951/731173/181305/667634/445622/184714/773335/960490/183115/962821/1215118/173274/1087354/634890/182182/648740/895838/156768/782568/884629/146510/713782/150026/860530/639376/141724/691074/868639/140032/615230/846138/144541/740033/833422/139720/841083/397064
jBsAKfcy7k0,136/251,35776333,114,150418/582195/400249/689429/158967/629906/403610/162929/742648/523772/160026/270348/227279/160805/721549/154706/140645/241172/345130/152803/745248/303286/153359/158779/199760/157628/431050/607289/162072/394597/763903/158836/452826/639924/169239/243425/345380/313709/153471/162545/308331/164542/250586/161817/248429/909802/161972/338754/266461/145837/307459/172176/130294/211491/156815/239882/241631/147487/171436/316284/150197/223409/155324/258153/350186/162761/908120/274969/159488/761670/514843/156697/826964/394723/160795/284020/210506/164489/199990/175374/169598/291293/165045/238771/804391/154525/156929/194264/156450/208033/121670/186073/160429/399085/301724/164825/120518/188757/164648/269764/188745/160554/736980/200279/158082/283561/155891/425049/884375/156998/221093/655401/176573/884338
jBsAKfcy7k0,247/251,42695268,114,150418/574571/487291/657234/158967/590914/493256/162929/620638/673328/160026/502828/545324/160805/489272/154706/316013/507957/354115/152803/531401/497988/153359/362548/441193/157628/389744/575490/162072/381357/536871/158836/608620/750383/169239/490218/343496/508062/153471/373534/510222/164542/535384/161817/502674/516181/161972/326228/509458/145837/502644/172176/292843/443958/156815/522719/483229/147487/372684/503532/150197/550610/155324/531562/320027/162761/512885/662981/159488/553113/586755/156697/542185/377827/160795/501491/499146/164489/454346/400474/169598/511827/165045/502389/507810/154525/359900/434511/156450/447225/271277/364625/160429/371744/500314/164825/290051/371223/164648/508791/442737/160554/563882/425044/158082/509539/155891/346271/511714/156998/452488/550950/176573/503348
jBsAKfcy7k0,398/251,38910261,114,150418/416538/329207/534080/158967/502102/365728/162929/795279/499296/160026/461799/385433/160805/510568/154706/219013/385689/262752/152803/471904/510899/153359/285858/334330/157628/306441/398046/162072/264927/558633/158836/467683/664916/169239/392943/247708/524199/153471/282085/538213/164542/447724/161817/454921/655871/161972/249761/463513/145837/515259/172176/232171/362291/156815/418699/404540/147487/291757/518660/150197/370447/155324/416145/243201/162761/839732/547260/159488/658282/428642/156697/680472/276054/160795/472435/376450/164489/345607/314274/169598/471710/165045/394306/554665/154525/271773/337117/156450/342862/209222/291309/160429/280184/518098/164825/215184/299506/164648/459028/329557/160554/1032327/327782/158082/443975/155891/300791/965562/156998/341722/467862/176573/666849
jUqXeFIvZKw,136/251,51434315,174,141432/447834/525867/168827/917101/1392013/148829/291711/300661/147121/246430/318158/148287/341245/345584/145921/199123/192343/141649/327541/466137/137377/426000/183872/141744/179581/269472/146816/311431/279652/146607/460306/368192/147725/361428/144830/415996/357072/149840/186966/332528/146540/242281/460080/150751/480979/321358/143805/322668/315403/141141/446969/305309/144419/316756/266489/143238/760633/323021/146874/467442/240387/157448/258335/262072/145233/276035/277646/146124/324432/335974/142576/276560/290329/138777/172951/397961/141894/487873/424834/145594/572911/270262/149216/241649/281299/148575/332641/139409/285685/399750/376401/141189/348881/360372/143590/366249/145602/406790/392478/145830/271371/298525/147071/451929/434340/146925/178884/265669/146167/454032/299717/145646/451839/240163/144352/516847/214606/143133/703770/380794/140118/388244/324589/139683/388560/151257/142261/293533/318507/144548/312434/275654/146225/321501/631909/145500/471301/584443/143286/357472/549121/138384/236787/853405/142197/737918/143337/211638/132410/379795/148921/474433/353860/148457/792365/248992/143574/310462/140096/317770/300157/136507/293833/295057/145254/328276/333345/144629/289027/351718/152457/398364/115297
jUqXeFIvZKw,398/251,80060891,174,141432/675768/770945/168827/837380/765704/148829/596218/624888/147121/560622/593179/148287/646710/660618/145921/406281/488934/141649/625698/565990/137377/668341/469359/141744/413718/608864/146816/638117/607177/146607/714534/621025/147725/631090/144830/694516/677178/149840/385614/629833/146540/505633/724246/150751/693817/662120/143805/615708/625026/141141/583634/599477/144419/636377/559049/143238/791457/615742/146874/695384/594491/157448/586263/589434/145233/637110/563248/146124/615651/649296/142576/607912/607685/138777/362274/606898/141894/734015/529987/145594/662081/593326/149216/626856/602396/148575/664487/139409/629725/577427/675305/141189/632529/624599/143590/589681/145602/659267/669564/145830/485158/665818/147071/735709/711399/146925/365751/572442/146167/631424/592027/145646/648148/516675/144352/678828/516601/143133/728613/665506/140118/678584/636101/139683/730163/320067/142261/594700/624088/144548/623467/556671/146225/621594/762862/145500/694308/781875/143286/640015/707478/138384/430279/863978/142197/752071/143337/459133/290477/695870/148921/629351/666504/148457/721199/536473/143574/673926/140096/641538/613714/136507/617642/552151/145254/657280/649758/144629/613395/645118/152457/698965/164308
jm64yW1K2-0,136/251,128386659,151,145744/440637/474811/191333/1418904/1512790/183484/1491480/1403829/185030/1463539/1537951/179210/1449644/731135/177831/837852/812753/174210/990777/1291671/178662/1411836/1330153/184209/1387797/1182131/193121/1211289/832840/186600/1067506/1365143/178719/978219/847645/180176/1024669/982670/181350/815651/849084/178913/976946/1307067/184019/1437806/1406214/176615/1404028/1425219/187764/1414709/1549355/182990/1367503/924466/175757/1331151/1486319/179571/1391581/1689079/180206/1422280/1556037/182815/1254346/1420935/179395/1388489/1502595/188723/1617189/1402802/190765/1393141/1425707/177807/1416460/1414119/180704/927102/764126/180425/999009/922494/181589/1507772/1434190/179103/1362969/1378564/183328/1420997/987392/191831/995584/863577/184263/1129715/1414881/179466/1310144/1127536/182190/1434867/1517168/186079/1396951/631765/180189/632164/690140/190455/1048407/178630/1010185/767014/179443/1397736/1437316/179848/1436900/1434372/182690/726947/1050690/179298/1260369/898743/171847/637136/1033136/164499/671749/1069572/169401/688323/1300222/170011/1410754/1374422/188530/1356483/1429696/195797/1523863/1002073/183315/770786
jm64yW1K2-0,247/251,99232292,151,145744/210824/253304/191333/890771/923864/183484/1014425/921019/185030/1101284/1015186/179210/1232314/676310/177831/682840/690308/174210/874989/944295/178662/1041622/1207181/184209/1252351/930483/193121/1187619/716788/186600/838287/891071/178719/803414/667388/180176/723533/759639/181350/579992/695947/178913/849291/981234/184019/951129/987760/176615/1165189/1212208/187764/953242/988010/182990/997621/804794/175757/1341890/1237343/179571/1361396/1149754/180206/1185221/1541953/182815/819776/994445/179395/1221827/1248158/188723/1097181/1038504/190765/965158/974009/177807/1024927/1007715/180704/876844/876664/180425/870568/627217/181589/881075/1133252/179103/893370/985755/183328/1056678/812113/191831/703269/759672/184263/705041/1023714/179466/776287/763115/182190/971389/1004318/186079/983802/490382/180189/479932/555063/190455/762958/178630/901310/828297/179443/1020110/920830/179848/1017351/920130/182690/809438/942904/179298/856506/733200/171847/458387/881986/164499/482097/820076/169401/660645/976259/170011/920331/876062/188530/914280/805726/195797/873042/847707/183315/626617
kD4JlewS1nA,136/251,64276506,164,151512/490299/876857/147029/817312/666926/163954/557449/102998/151655/182604/132460/258164/847813/121808/870687/148035/439368/652227/158155/329349/573041/146796/526814/324068/148290/118627/1008746/129460/751016/929280/149129/402473/653751/164117/139950/443686/495381/141457/131994/261966/138703/84335/92929/154223/160610/99721/162468/46727/121928/178630/150875/670599/94338/156177/62790/142189/115422/88207/173581/189825/164197/108207/333629/131384/290162/273483/161903/243870/142935/66389/103481/92449/157912/173119/906197/141980/423499/286845/138440/200508/148712/146084/857996/678725/147218/406486/573507/162465/848677/149264/816761/678623/138462/859647/844701/156167/812591/831811/135484/574914/130424/598523/798890/141278/372747/1017124/132297/359291/899251/152628/771412/376830/859697/165412/816208/136130/865192/137760/876630/606941/123220/678360/474924/116479/674387/816604/127677/790919/650346/133717/456933/532632/134937/389840/834331/130233/393330/890059/132046/572076/636516/134833/859381/448605/141644/839617/866738/142826/288091/150844/146285/869066/144420/479989/735731/150867/561934/804454/147936/696645/887560/163669/488018
kD4JlewS1nA,247/251,67349973,164,151512/537724/521240/147029/545632/709831/163954/588018/206587/151655/460893/132460/531745/530561/121808/529345/148035/506092/648958/158155/409455/318331/146796/436221/530158/148290/318132/1147645/129460/726311/511067/149129/440142/816927/318092/139950/728458/921750/141457/440106/512942/138703/106897/332996/325790/160610/266458/162468/94659/252611/418628/150875/514114/275302/156177/207519/142189/516747/268492/173581/502439/164197/341944/514953/131384/529960/528030/161903/610741/142935/200467/318987/213625/157912/322227/535401/141980/514686/559883/138440/662175/521509/146084/507340/778209/147218/599465/831420/162465/519279/149264/534451/823575/138462/528532/879659/156167/1065734/513620/135484/939474/130424/764094/547845/141278/449015/1132830/132297/692336/498884/152628/879853/551346/516358/165412/559894/136130/517465/137760/484088/833891/123220/812579/700612/116479/756074/549562/127677/546990/564155/133717/492709/452379/134937/382360/533891/130233/467625/487018/132046/774071/697185/134833/510481/474610/141644/541844/514736/142826/270336/150844/180009/516638/144420/697113/557583/150867/725956/539787/147936/881892/515451/163669/806995
kD4JlewS1nA,398/251,53690012,164,151512/288165/614038/147029/645633/490512/163954/393495/126620/151655/280669/132460/364662/602761/121808/637959/148035/331376/405076/158155/255222/325912/146796/284389/345431/148290/212941/686077/129460/545879/575075/149129/280211/601081/184719/139950/490168/491915/141457/247372/367569/138703/71193/185753/184999/160610/145573/162468/70378/155250/253149/150875/336672/107716/156177/86739/142189/172004/98134/173581/163652/164197/105471/466388/131384/414129/392733/161903/322650/142935/107891/210641/151707/157912/195165/471247/141980/332343/419959/138440/369131/311559/146084/713825/500589/147218/388879/504062/162465/818218/149264/674363/548984/138462/680012/714570/156167/598076/482546/135484/594777/130424/468138/638643/141278/253526/729260/132297/424912/666746/152628/543076/318024/579589/165412/685868/136130/653943/137760/586575/574778/123220/615466/445381/116479/524293/539548/127677/647825/392083/133717/319914/292242/134937/259564/401768/130233/299109/576335/132046/469251/500228/134833/554147/301997/141644/657385/616431/142826/211065/150844/102108/645929/144420/445823/540075/150867/474907/476378/147936/696078/689520/163669/482331
kDVDPik7b5w,136/251,50788874,127,182252/398357/522997/175540/702228/612360/174705/391000/692810/169579/293084/586988/161817/783049/1079456/159067/808879/159860/956480/746738/164059/466959/859626/168604/1115941/174668/456417/380313/173703/435811/393218/173700/423056/708681/160798/342137/797054/160027/536384/252938/492925/158923/549602/544579/161755/276110/573713/163940/1129295/519285/161169/908498/640974/184499/567322/196138/637879/268922/193812/479911/249371/194100/400630/146035/179951/455365/539115/165883/251235/299973/171097/536234/181581/167753/500887/429778/166218/476280/316357/168123/543856/604785/163541/479592/171626/903348/340163/170080/496582/436186/171599/523207/263761/172785/246985/490261/446079/166337/372895/405222/166131/375431/162319/442224/49578/167144/47765/407542/183460/356202/690883/166269/589654/167089/739336/398303/580015/163077/567125/160917/614160/776989/170604/410394/273386/170443/683115
kDVDPik7b5w,247/251,48891989,127,182252/401880/537041/175540/689123/639658/174705/376867/702624/169579/282926/589730/161817/670130/883066/159067/690020/159860/799154/672682/164059/534837/769852/168604/1008700/174668/524487/347787/173703/398350/354267/173700/409111/669395/160798/373513/751060/160027/611064/203938/499296/158923/550490/440734/161755/297520/460318/163940/1187793/553199/161169/880296/637867/184499/594534/196138/755308/323440/193812/394251/159526/194100/246541/95477/179951/348158/655765/165883/211074/282677/171097/427267/192566/167753/486192/423754/166218/495852/262032/168123/462395/581562/163541/451149/171626/873111/281103/170080/469751/423214/171599/449940/213868/172785/217310/559539/376637/166337/320387/318191/166131/298005/162319/471648/112755/167144/112288/320909/183460/278731/701085/166269/570056/167089/750788/336873/567489/163077/580886/160917/575427/824529/170604/379085/251944/170443/831129
